id	division	mode	include	channel	position_in_text	age	time_of_day	wiki_category	superclass	education	region	show_type	srclang	class	authsex	year
ksk_544	"pri"	"wri"	"yes"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"A"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"2000"
Deníky Bohemia_213437/kultura_394	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"cul"	"-NA-"	"2014"
simme_filosofiep_34	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"de: němčina"	"hum"	"M: muž"	"2011"
stewa_truhlicema_21	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"fts"	"M: muž"	"2013"
kopec_zakladyfyz_3	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hum"	"-NA-"	"2013"
oreil_zavrazdeni_1	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"ssc"	"M: muž"	"2013"
taylo_soucasnatv_10	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"hum"	"F: žena"	"2013"
Deníky Moravia_512366/ekonomika_57	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"eco"	"-NA-"	"2014"
jorda_strevicekp_21	"fic"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"lov"	"F: žena"	"2012"
spne1213_1	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"spo"	"-NA-"	"2012"
howar_barbarcona_6	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"fan"	"M: muž"	"2014"
facebook_27179	"mul"	"web"	"yes"	"-NA-"	"middle"	"-NA-"	"night"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fcb"	"M: muž"	"2014-2015"
PMK135/Z,I,A	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"I"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"eli"	"F: žena"	"1988-1996"
mozd1409_3	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"nat"	"-NA-"	"2014"
_dodatekkes_1	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"adm"	"-NA-"	"2012"
facebook_53303	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"evening"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fcb"	"M: muž"	"2014-2015"
11A081N/begus	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"I"	"-NA-"	"-NA-"	"-NA-"	"SŠ"	"východomoravská"	"-NA-"	"cs: čeština"	"inf"	"M: muž"	"2011"
E15_0/volný čas_3	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fre"	"-NA-"	"2014"
citd1110_1	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"mix"	"-NA-"	"2011"
sportovinky.wordpress.com_0	"uni"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"blo"	"-NA-"	"2013"
Respekt_207674/politika_89	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"pol"	"-NA-"	"2014"
facebook_22701	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"evening"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fcb"	"F: žena"	"2014-2015"
ksk_1880	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"2001"
Metro_49058/kultura_13	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"cul"	"-NA-"	"2014"
ksk_130	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"2000"
cimrm_krizeavyzn_17	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ssc"	"-NA-"	"2013"
svez1109_5	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"lif"	"-NA-"	"2011"
guhrk_svadenijak_3	"fic"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"lov"	"F: žena"	"2014"
chatf_digitalnis_15	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"fts"	"M: muž"	"2013"
binmo_teorieher_7	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"fts"	"M: muž"	"2014"
carus_magickyctv_4	"fic"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"it: italština"	"crm"	"F: žena"	"2009"
lange_oumenileta_13	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"fts"	"M: muž"	"2010"
discussions_3064	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"night"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"dis"	"-NA-"	"2015"
duma1403_4	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hou"	"-NA-"	"2014"
Lidové noviny_29526/kultura_168	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"cul"	"-NA-"	"2014"
real1201_1	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ssc"	"-NA-"	"2012"
_metodickyo_2	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"adm"	"-NA-"	"2005"
laban_esejotrage_9	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"lov"	"F: žena"	"2014"
ZTRAT1/Dan Bárta_0	"int"	"spo"	"yes"	"ČT1"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"profil"	"cs: čeština"	"bru"	"-NA-"	"1997-2010"
aa100301_1	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"sct"	"-NA-"	"2010"
08A103N/botava	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"V"	"-NA-"	"-NA-"	"-NA-"	"ZŠ"	"pohraničí české"	"-NA-"	"cs: čeština"	"inf"	"F: žena"	"2008"
vlnypp_2	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fts"	"-NA-"	"2005"
sabac_hovnohori_4	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"col"	"M: muž"	"2011"
viewe_napadylask_5	"fic"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"col"	"M: muž"	"2002"
Respekt_207674/politika_1	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"pol"	"-NA-"	"2014"
lange_oumenileta_18	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"fts"	"M: muž"	"2010"
europarl/Libor Rouček_1	"nin"	"spo"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"wbs"	"-NA-"	"2007"
Respekt_207674/politika_82	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"pol"	"-NA-"	"2014"
prek1340_2	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"mix"	"-NA-"	"2013"
ksk_1527	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"3"	"-NA-"	"-NA-"	"-NA-"	"A"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"M: muž"	"1998"
PMK225/M,V,B	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"V"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"eli"	"M: muž"	"1988-1996"
4kultury_5	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"ssc"	"M: muž"	"1996"
europarl/Libor Rouček_2	"nin"	"spo"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"wbs"	"-NA-"	"2007"
forums_1369	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"afternoon"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"for"	"-NA-"	"2015"
zdno1413_12	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"nat"	"-NA-"	"2014"
Deníky Bohemia_213437/zpravodajství_229	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"rep"	"-NA-"	"2014"
10A143N/keniz	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"I"	"-NA-"	"-NA-"	"-NA-"	"VŠ"	"středočeská"	"-NA-"	"cs: čeština"	"inf"	"M: muž"	"2010"
forums_4125	"mul"	"web"	"yes"	"-NA-"	"end"	"-NA-"	"night"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"for"	"-NA-"	"2015"
facebook_5287	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"evening"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fcb"	"F: žena"	"2014-2015"
miche_odvaznymze_4	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"de: němčina"	"ssc"	"F: žena"	"2010"
petro_objimatvyh_3	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"it: italština"	"mem"	"F: žena"	"2014"
rytm1407_3	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"sct"	"-NA-"	"2014"
ksk_1898	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"M: muž"	"2001"
ksk_1046	"pri"	"wri"	"yes"	"-NA-"	"-NA-"	"4"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"1996"
Deníky Moravia_512366/komentáře_34	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"com"	"-NA-"	"2014"
insi1430_4	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"mix"	"-NA-"	"2014"
apajk_6	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fts"	"M: muž"	"2004"
macur_sklo_1	"fic"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ver"	"M: muž"	"2013"
difum_volnepole_1	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"scr"	"M: muž"	"2009"
ge1212_6	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"int"	"-NA-"	"2012"
kirinyag_13	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"scf"	"M: muž"	"2002"
PMK363/Z,I,B	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"I"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"eli"	"F: žena"	"1988-1996"
pospi_uzvimcoude_3	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ssc"	"F: žena"	"2008"
inma1133_3	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"mix"	"-NA-"	"2011"
fromm_narodnioci_33	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"ssc"	"M: muž"	"2010"
chch1210_7	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hou"	"-NA-"	"2012"
litn1303_4	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hum"	"-NA-"	"2013"
chatf_digitalnis_10	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"fts"	"M: muž"	"2013"
ksk_825	"pri"	"wri"	"no"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"2000"
vlst1108_4	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"lif"	"-NA-"	"2011"
vcelar_0	"fic"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"fr: francouzština"	"gen"	"M: muž"	"2006"
10P010N/fubuf	"int"	"spo"	"yes"	"-NA-"	"-NA-"	"I"	"-NA-"	"-NA-"	"-NA-"	"SŠ"	"jihozápadočeská"	"-NA-"	"cs: čeština"	"inf"	"M: muž"	"2010"
kermo_smyslkoncu_4	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"hum"	"M: muž"	"2007"
prby1208_2	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"ssc"	"-NA-"	"2012"
ROZ3/Richard Mixa_0	"int"	"spo"	"yes"	"ČT2"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"profil"	"cs: čeština"	"bru"	"-NA-"	"1997-2010"
ksk_233	"pri"	"wri"	"yes"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"A"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"1997"
brzak_geriatrick_2	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hum"	"F: žena"	"2013"
insi1410_6	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"mix"	"-NA-"	"2014"
domu1104_0	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"hou"	"-NA-"	"2011"
cox_kvantovyve_22	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"nat"	"M: muž"	"2014"
kvet1119_2	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"mix"	"-NA-"	"2011"
mozd1103_1	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"nat"	"-NA-"	"2011"
_navodkvypt_2	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"adm"	"-NA-"	"2011"
facebook_20756	"mul"	"web"	"yes"	"-NA-"	"middle"	"-NA-"	"morning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fcb"	"M: muž"	"2014-2015"
terezala_6	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"it: italština"	"hum"	"F: žena"	"2005"
ksk_1697	"pri"	"wri"	"yes"	"-NA-"	"-NA-"	"2"	"-NA-"	"-NA-"	"-NA-"	"B"	"-NA-"	"-NA-"	"cs: čeština"	"cor"	"F: žena"	"1999"
petro_objimatvyh_0	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"it: italština"	"mem"	"F: žena"	"2014"
discussions_2696	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"morning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"dis"	"-NA-"	"2015"
krau1101_10	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"mix"	"-NA-"	"2011"
Metro_49058/volný čas_22	"nmg"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fre"	"-NA-"	"2014"
lidbytdr_1	"nfc"	"wri"	"no"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"adm"	"-NA-"	"2001"
laskane_5	"fic"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"lov"	"-NA-"	"2007"
tect1116_3	"nfc"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"pro"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fts"	"-NA-"	"2011"
discussions_3528	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"night"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"dis"	"-NA-"	"2015"
wiki_501480	"uni"	"web"	"yes"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"Sport"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"wik"	"-NA-"	"2015"
russe_management_8	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"ssc"	"M: muž"	"2012"
Týden_210071/zpravodajství_9	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"rep"	"-NA-"	"2014"
vtms1002_1	"nmg"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"int"	"-NA-"	"2010"
Deníky Bohemia_213437/ekonomika_143	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"new"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"eco"	"-NA-"	"2014"
SEDM74/Martin Veselovský_0	"int"	"spo"	"yes"	"Nova"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"debata"	"cs: čeština"	"bru"	"-NA-"	"1997-2010"
wiki_567794	"uni"	"web"	"yes"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"Umění"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"wik"	"-NA-"	"2015"
discussions_17761	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"night"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"dis"	"-NA-"	"2015"
discussions_3586	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"evening"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"dis"	"-NA-"	"2015"
spne1243_3	"nmg"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"lei"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"spo"	"-NA-"	"2012"
jorda_strevicekp_2	"fic"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"lov"	"F: žena"	"2012"
forums_11069	"mul"	"web"	"yes"	"-NA-"	"end"	"-NA-"	"midday"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"for"	"-NA-"	"2015"
palma_mapacasu_18	"fic"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"nov"	"-NA-"	"-NA-"	"-NA-"	"es: španělština"	"scf"	"M: muž"	"2013"
vesmvedl_10	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"pop"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"nat"	"M: muž"	"2003"
rozvod_22	"nfc"	"wri"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"sci"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"ssc"	"M: muž"	"1996"
pavelurban.blog.idnes.cz_0	"uni"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"blo"	"-NA-"	"2013"
cerni_louhnababy_1	"fic"	"wri"	"yes"	"-NA-"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"col"	"M: muž"	"2008"
rushf_svetstromu_5	"nfc"	"wri"	"yes"	"-NA-"	"middle"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"en: angličtina"	"enc"	"M: muž"	"2006"
KATOV2/Vladimír Just_0	"int"	"spo"	"yes"	"ČT2"	"beginning"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"diskuse"	"cs: čeština"	"bru"	"-NA-"	"1997-2010"
speeches/Havel, Václav_12	"nin"	"spo"	"yes"	"-NA-"	"end"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"wbs"	"-NA-"	"1990-2003"
facebook_57302	"mul"	"web"	"yes"	"-NA-"	"beginning"	"-NA-"	"evening"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"-NA-"	"cs: čeština"	"fcb"	"F: žena"	"2014-2015"
